-8.232543, -0.280439, 3.120087, 0.000000
-8.238110, -0.281738, 3.119562, 0.000000
-8.237418, -0.282846, 3.122646, 0.000000
-8.225534, -0.285351, 3.120115, 0.000000
-8.230730, -0.288417, 3.122692, 0.000000
-8.263183, -0.285741, 3.121014, 0.000000
-8.259226, -0.285076, 3.118776, 0.000000
-8.262387, -0.282641, 3.120680, 0.000000
-8.263348, -0.286639, 3.122290, 0.000000
-8.277464, -0.284486, 3.120935, 0.000000
-8.269243, -0.283659, 3.118721, 0.000000
-8.255302, -0.282880, 3.119176, 0.000000
-8.248039, -0.283229, 3.121362, 0.000000
-8.272315, -0.284035, 3.121276, 0.000000
-8.260853, -0.281796, 3.121862, 0.000000
-8.263898, -0.285491, 3.120565, 0.000000
-8.240337, -0.287057, 3.122549, 0.000000
-8.241362, -0.283976, 3.120927, 0.000000
-8.240001, -0.280417, 3.120958, 0.000000
-8.241159, -0.276723, 3.119144, 0.000000
-8.238325, -0.278770, 3.119639, 0.000000
-8.214674, -0.276352, 3.117617, 0.000000
-8.211883, -0.277542, 3.120375, 0.000000
-8.189033, -0.281011, 3.118006, 0.000000
-8.169642, -0.281232, 3.121757, 0.000000
-8.188675, -0.277724, 3.118286, 0.000000
-8.177595, -0.274516, 3.116959, 0.000000
-8.184539, -0.276512, 3.117773, 0.000000
-8.169352, -0.277330, 3.119605, 0.000000
-8.162283, -0.279737, 3.122235, 0.000000
-8.157682, -0.278162, 3.119351, 0.000000
-8.157510, -0.283208, 3.120761, 0.000000
-8.163790, -0.285080, 3.119338, 0.000000
-8.172106, -0.282389, 3.118803, 0.000000
-8.178538, -0.279653, 3.118191, 0.000000
-8.206506, -0.280224, 3.120988, 0.000000
-8.196874, -0.279591, 3.118676, 0.000000
-8.185798, -0.276150, 3.118935, 0.000000
-8.179655, -0.276025, 3.119615, 0.000000
-8.161344, -0.281374, 3.122211, 0.000000
-8.146469, -0.282652, 3.118677, 0.000000
-8.147727, -0.280525, 3.121041, 0.000000
-8.147445, -0.275318, 3.121032, 0.000000
-8.155563, -0.279895, 3.119035, 0.000000
-8.163555, -0.280083, 3.116653, 0.000000
-8.171789, -0.280829, 3.117472, 0.000000
-8.165974, -0.285785, 3.120373, 0.000000
-8.173818, -0.287322, 3.121306, 0.000000
-8.191916, -0.290498, 3.120877, 0.000000
-8.199520, -0.292471, 3.122494, 0.000000
-8.224304, -0.292839, 3.122297, 0.000000
-8.232679, -0.290297, 3.120344, 0.000000
-8.237535, -0.287156, 3.120299, 0.000000
-8.235589, -0.286041, 3.119968, 0.000000
-8.238431, -0.281869, 3.118345, 0.000000
-8.256941, -0.277659, 3.118308, 0.000000
-8.260628, -0.283332, 3.120741, 0.000000
-8.250897, -0.281576, 3.119964, 0.000000
-8.261996, -0.280089, 3.119294, 0.000000
-8.266876, -0.281220, 3.122310, 0.000000
-8.275996, -0.280437, 3.119041, 0.000000
-8.291912, -0.280249, 3.116924, 0.000000
-8.262487, -0.276330, 3.111423, 0.000000
-8.252219, -0.275879, 3.120954, 0.000000
-8.225840, -0.281530, 3.116568, 0.000000
